Time	9/14/80	10/14/80	11/14/80	12/14/80	1/14/81	2/14/81	3/14/81	4/14/81	5/14/81	6/14/81	7/14/81	8/14/81	9/14/81	10/14/81	11/14/81	12/14/81	1/14/82	2/14/82	3/14/82	4/14/82	5/14/82	6/14/82	7/14/82	8/14/82	9/14/82	10/14/82	11/14/82	12/14/82	1/14/83	2/14/83	3/14/83	4/14/83	5/14/83	6/14/83	7/14/83	8/14/83	9/14/83	10/14/83	11/14/83	12/14/83	1/14/84	2/14/84	3/14/84	4/14/84	5/14/84	6/14/84	7/14/84	8/14/84	9/14/84	10/14/84	11/14/84	12/14/84	1/14/85	2/14/85	3/14/85	4/14/85	5/14/85	6/14/85	7/14/85	8/14/85	9/14/85	10/14/85	11/14/85	12/14/85	1/14/86	2/14/86	3/14/86	4/14/86	5/14/86	6/14/86	7/14/86	8/14/86	9/14/86	10/14/86	11/14/86	12/14/86	1/14/87	2/14/87	3/14/87	4/14/87	5/14/87	6/14/87	7/14/87	8/14/87	9/14/87	10/14/87	11/14/87	12/14/87	1/14/88	2/14/88	3/14/88	4/14/88	5/14/88	6/14/88	7/14/88	8/14/88	9/14/88	10/14/88	11/14/88	12/14/88	1/14/89	2/14/89	3/14/89	4/14/89	5/14/89	6/14/89	7/14/89	8/14/89	9/14/89	10/14/89	11/14/89	12/14/89	1/14/90	2/14/90	3/14/90	4/14/90	5/14/90	6/14/90	7/14/90	8/14/90	9/14/90	10/14/90	11/14/90	12/14/90	1/14/91	2/14/91	3/14/91	4/14/91	5/14/91	6/14/91	7/14/91	8/14/91	9/14/91	10/14/91	11/14/91	12/14/91	1/14/92	2/14/92	3/14/92	4/14/92	5/14/92	6/14/92	7/14/92	8/14/92	9/14/92	10/14/92	11/14/92	12/14/92	1/14/93	2/14/93	3/14/93	4/14/93	5/14/93	6/14/93	7/14/93	8/14/93	9/14/93	10/14/93	11/14/93	12/14/93	1/14/94	2/14/94	3/14/94	4/14/94	5/14/94	6/14/94	7/14/94	8/14/94	9/14/94	10/14/94	11/14/94	12/14/94	1/14/95	2/14/95	3/14/95	4/14/95	5/14/95	6/14/95	7/14/95	8/14/95	9/14/95	10/14/95	11/14/95	12/14/95	1/14/96	2/14/96	3/14/96	4/14/96	5/14/96	6/14/96	7/14/96	8/14/96	9/14/96	10/14/96	11/14/96	12/14/96	1/14/97	2/14/97	3/14/97	4/14/97	5/14/97	6/14/97	7/14/97	8/14/97	9/14/97	10/14/97	11/14/97	12/14/97	1/14/98	2/14/98	3/14/98	4/14/98	5/14/98	6/14/98	7/14/98	8/14/98	9/14/98	10/14/98	11/14/98	12/14/98	1/14/99	2/14/99	3/14/99	4/14/99	5/14/99	6/14/99	7/14/99	8/14/99	9/14/99	10/14/99	11/14/99	12/14/99	1/14/00	2/14/00	3/14/00	4/14/00	5/14/00	6/14/00	7/14/00	8/14/00	9/14/00	10/14/00	11/14/00	12/14/00	1/14/01	2/14/01	3/14/01	4/14/01	5/14/01	6/14/01	7/14/01	8/14/01	9/14/01	10/14/01	11/14/01	12/14/01	1/14/02	2/14/02	3/14/02	4/14/02	5/14/02	6/14/02	7/14/02	8/14/02	9/14/02	10/14/02	11/14/02	12/14/02	1/14/03	2/14/03	3/14/03	4/14/03	5/14/03	6/14/03	7/14/03	8/14/03	9/14/03	10/14/03	11/14/03	12/14/03	1/14/04	2/14/04	3/14/04	4/14/04	5/14/04	6/14/04	7/14/04	8/14/04	9/14/04	10/14/04	11/14/04	12/14/04	1/14/05	2/14/05	3/14/05	4/14/05	5/14/05	6/14/05	7/14/05	8/14/05	9/14/05	10/14/05	11/14/05	12/14/05	1/14/06	2/14/06	3/14/06	4/14/06	5/14/06	6/14/06	7/14/06	8/14/06	9/14/06	10/14/06	11/14/06	12/14/06	1/14/07	2/14/07	3/14/07	4/14/07	5/14/07	6/14/07	7/14/07	8/14/07	9/14/07	10/14/07	11/14/07	12/14/07	1/14/08	2/14/08	3/14/08	4/14/08	5/14/08	6/14/08	7/14/08	8/14/08	9/14/08	10/14/08	11/14/08	12/14/08
A	0.00173337	0.001686941	0.001671464	0.002414337	0.002398861	0.001671464	0.001222645	0.00106788	0.000417866	0.000526202	0.000154765	0	0.000139289	0.000619061	0.000882162	0.001207169	0.001392887	0.001717894	0.002275049	0.002615532	0.003760795	0.003575077	0.002785774	0.003760795	0.003172687	0.003358405	0.00427152	0.004364379	0.006918005	0.009394249	0.008465658	0.010972854	0.010957378	0.011297861	0.011560962	0.015940818	0.016792026	0.0106788	0.008775188	0.011855016	0.011684774	0.012226452	0.011205002	0.011545485	0.01174668	0.013387192	0.012737178	0.011220479	0.012381218	0.010787136	0.010477605	0.011375244	0.010508559	0.010028786	0.009812115	0.010988331	0.014052682	0.01179311	0.011266908	0.012969326	0.012969326	0.013665769	0.012907419	0.009765685	0.009332343	0.009363296	0.011560962	0.011251432	0.011947875	0.013185997	0.012210976	0.010493082	0.007676355	0.008295416	0.010446652	0.012659795	0.01708608	0.017751571	0.021558795	0.016946792	0.014161018	0.012195499	0.01388244	0.016327731	0.015089609	0.015801529	0.015569381	0.017581329	0.020568298	0.021605225	0.018293249	0.01895874	0.018834927	0.014656266	0.014207447	0.013990776	0.013665769	0.016327731	0.018169437	0.018974216	0.018881357	0.016590832	0.016049153	0.015956294	0.017937289	0.01174668	0.007490637	0.007072771	0.005942984	0.008620423	0.008929953	0.008109698	0.009394249	0.010802612	0.00961092	0.008434705	0.008202557	0.007181106	0.009827592	0.010787136	0.009874021	0.013371715	0.011220479	0.011870492	0.012381218	0.01210264	0.010524035	0.011638345	0.012907419	0.014718173	0.014176494	0.013480051	0.011344291	0.010988331	0.011715727	0.009363296	0.007784691	0.007738261	0.006639428	0.006562045	0.007212059	0.005308447	0.005679884	0.006515616	0.00574179	0.00605132	0.006469186	0.005246541	0.003667936	0.003528647	0.00427152	0.003807224	0.003667936	0.002770297	0.003992943	0.005587024	0.005556071	0.003822701	0.004085802	0.002352431	0.004302473	0.006283468	0.007738261	0.007691831	0.007397778	0.00818708	0.010400223	0.009115672	0.011715727	0.011344291	0.009394249	0.012768131	0.01286099	0.010462129	0.010895472	0.014656266	0.01392887	0.014764602	0.018277773	0.021852849	0.021125453	0.027424397	0.034063825	0.035905531	0.036261491	0.040331817	0.048255796	0.043860464	0.02887919	0.036632928	0.035456712	0.043040208	0.016714644	0.012087164	0.009796638	0.008573993	0.013619339	0.011096666	0.013959823	0.016513449	0.012365741	0.014841985	0.011499056	0.011328814	0.009053765	0.010585941	0.013387192	0.013836011	0.015940818	0.013681246	0.015151515	0.015600334	0.014872938	0.010709753	0.008868047	0.008481134	0.008295416	0.009471632	0.009038289	0.008171604	0.00818708	0.008682329	0.008032315	0.008078745	0.010879995	0.011700251	0.01321695	0.014362213	0.012953849	0.014578884	0.013093138	0.013433621	0.014331259	0.015337233	0.017674188	0.01673012	0.018448014	0.021790943	0.021636178	0.023245736	0.0264339	0.036648404	0.047621259	0.045624787	0.054988083	0.064583527	0.059801281	0.051413006	0.056938125	0.052527316	0.061271551	0.067616925	0.077676664	0.083619649	0.098941406	0.105023679	0.110440462	0.099931903	0.091296004	0.102779583	0.086885195	0.083139877	0.099142601	0.098972359	0.112638128	0.118782307	0.134614789	0.124400285	0.125731266	0.124059801	0.136487449	0.146794812	0.17880026	0.180069335	0.194617266	0.204677005	0.227102486	0.281688179	0.270127217	0.293868202	0.200003095	0.184526573	0.212183118	0.257745999	0.279892902	0.248011267	0.235305042	0.251137524	0.167533352	0.158448633	0.136116012	0.125174111	0.132324264	0.131086142	0.154749745	0.185749218	0.200684062	0.210589036	0.24194447	0.24915653	0.274816603	0.279521466	0.29659207	0.312795988	0.28484539	0.303649364	0.349103909	0.388151175	0.38185223	0.373850868	0.382409385	0.361237503	0.422060235	0.44784412	0.463057542	0.480143622	0.505215588	0.526000557	0.518974216	0.521388554	0.517952766	0.499752376	0.581777943	0.573327762	0.568065744	0.603166496	0.569381249	0.60350698	0.68053363	0.809174482	0.894635837	0.871328195	0.861980376	0.871359148	0.911412387	0.997214226	1	0.892128641	0.881062928	0.800879066
B	0.133205864	0.109623964	0.078393881	0.061822817	0.056724028	0.049713193	0.057998725	0.065646909	0.096239643	0.119821542	0.126832377	0.135755258	0.126195029	0.090503505	0.066921606	0.039515615	0.035054175	0.037603569	0.040152964	0.051625239	0.070108349	0.101338432	0.112173359	0.118546845	0.11153601	0.082855322	0.036966221	0.012746973	0.01402167	0.016571064	0.017845762	0.024219248	0.057361377	0.093690249	0.108349267	0.112173359	0.099426386	0.049075844	0.021669853	0.003186743	0	0.000637349	0.006373486	0.017208413	0.050350542	0.090503505	0.105799873	0.117272148	0.108986616	0.055449331	0.030592734	0.019757808	0.021032505	0.019120459	0.023581899	0.029318037	0.054174634	0.095602294	0.117272148	0.126832377	0.109623964	0.062460166	0.030592734	0.01402167	0.022307202	0.036328872	0.033142129	0.035691523	0.058636074	0.094327597	0.124920331	0.127469726	0.115997451	0.067558955	0.038878266	0.034416826	0.029318037	0.030592734	0.033142129	0.052262588	0.076481836	0.120458891	0.137029955	0.145315488	0.117272148	0.071383047	0.027405991	0.027405991	0.028680688	0.029318037	0.026768642	0.034416826	0.068196303	0.112173359	0.13957935	0.151051625	0.131931166	0.091778203	0.059910771	0.04206501	0.041427661	0.041427661	0.037603569	0.059910771	0.108349267	0.145952836	0.177182919	0.194391332	0.170172084	0.108986616	0.069471001	0.063097514	0.054174634	0.061185468	0.077756533	0.096876992	0.112173359	0.164435946	0.192479286	0.20012747	0.175908222	0.113448056	0.075844487	0.062460166	0.049075844	0.043339707	0.048438496	0.062460166	0.0930529	0.15360102	0.174633525	0.194391332	0.168897387	0.098151689	0.033779477	0.029318037	0.035691523	0.047163799	0.054174634	0.075844487	0.112173359	0.175270873	0.226896112	0.23263225	0.185468451	0.12555768	0.082217973	0.08859146	0.105799873	0.108986616	0.091778203	0.092415551	0.11153601	0.205226259	0.235818993	0.249203314	0.239643085	0.166347992	0.113448056	0.0930529	0.084767368	0.084767368	0.077119184	0.110261313	0.166985341	0.21861058	0.219885277	0.265774379	0.247291268	0.160611855	0.095602294	0.080305927	0.058636074	0.077119184	0.062460166	0.086679414	0.141491396	0.198852772	0.239005736	0.258763544	0.226258764	0.15806246	0.131931166	0.091140854	0.082217973	0.0930529	0.116634799	0.134480561	0.202676864	0.281708094	0.333970682	0.337157425	0.319949012	0.277884003	0.22307202	0.221797323	0.321223709	0.33014659	0.304015296	0.323773104	0.38623327	0.414276609	0.391332059	0.370299554	0.324410453	0.201402167	0.184831103	0.141491396	0.146590185	0.137029955	0.128744423	0.164435946	0.220522626	0.286806883	0.333333333	0.341618866	0.328234544	0.224984066	0.185468451	0.177820268	0.197578075	0.22307202	0.298916507	0.325047801	0.363926068	0.446144041	0.488846399	0.494582537	0.460803059	0.354365838	0.298916507	0.282345443	0.295092416	0.304015296	0.315487572	0.347992352	0.417463352	0.509878904	0.539196941	0.551943913	0.524537922	0.421287444	0.405353728	0.383046526	0.370936902	0.369024857	0.367112811	0.433397068	0.48820905	0.555130656	0.62332696	0.664754621	0.731676227	0.724028043	0.673040153	0.606755895	0.627151052	0.56724028	0.515615041	0.521988528	0.594646272	0.636711281	0.678138942	0.707456979	0.677501593	0.473550032	0.46972594	0.474824729	0.451880178	0.449330784	0.492670491	0.524537922	0.612492033	0.713830465	0.741236456	0.741236456	0.69789675	0.60484385	0.507329509	0.462715105	0.456341619	0.478011472	0.513065647	0.599745061	0.717017208	0.881453155	1	0.961759082	0.849585723	0.660930529	0.555768005	0.494582537	0.472275335	0.457616316	0.439770554	0.420650096	0.495857234	0.585086042	0.649458254	0.671128107	0.619502868	0.427023582	0.407903123	0.340344168	0.349267049	0.357552581	0.37667304	0.439133206	0.512428298	0.62332696	0.709369025	0.737412365	0.672402804	0.528362014	0.370299554	0.312300829	0.30720204	0.322498407	0.340981517	0.394518802	0.472912683	0.613129382	0.704907584	0.738687062	0.672402804	0.495219885	0.363288719	0.302740599	0.292543021	0.282982792	0.342256214	0.377947737	0.483110261	0.584448693	0.644996813	0.688973869	0.620140217	0.427023582	0.317399618	0.29764181
C	0.118857902	0.120517928	0.118193891	0.111553785	0.10126162	0.099601594	0.111553785	0.126494024	0.132138114	0.134462151	0.135126162	0.132138114	0.126494024	0.124169987	0.127158035	0.126494024	0.114873838	0.084661355	0.0375166	0.021580345	0.036188579	0.037184595	0.014608234	0.008632138	0.008964143	0.000332005	0	0.002988048	0.019588313	0.026560425	0.029548473	0.035524568	0.039840637	0.046480744	0.052788845	0.058432935	0.055112882	0.052124834	0.050464807	0.043492696	0.037184595	0.03187251	0.029880478	0.040504648	0.046812749	0.046148738	0.05312085	0.057104914	0.052456839	0.047144754	0.045484728	0.041168659	0.039508632	0.040836653	0.050796813	0.091965471	0.103253652	0.099601594	0.093293493	0.077357238	0.072377158	0.071049137	0.064077025	0.06374502	0.081673307	0.075697211	0.071049137	0.079681275	0.086985392	0.091301461	0.089309429	0.132802125	0.160690571	0.18061089	0.173970784	0.144090305	0.114873838	0.084329349	0.070053121	0.080345286	0.093957503	0.092297477	0.084329349	0.09063745	0.087649402	0.081341301	0.083665339	0.073705179	0.058432935	0.054780876	0.057104914	0.0687251	0.086321381	0.096613546	0.093957503	0.090305445	0.089641434	0.086985392	0.08499336	0.075033201	0.069721116	0.066733068	0.067065073	0.07436919	0.081009296	0.08001328	0.073705179	0.070053121	0.065737052	0.065737052	0.057436919	0.042164675	0.0375166	0.040504648	0.039840637	0.046480744	0.051792829	0.061088977	0.071381142	0.084329349	0.07934927	0.072045153	0.072709163	0.064741036	0.062084993	0.059428951	0.059428951	0.074037185	0.092961487	0.094289509	0.082669323	0.074037185	0.070053121	0.062416999	0.055776892	0.059428951	0.064077025	0.065405046	0.081341301	0.108233732	0.119521912	0.111553785	0.104249668	0.097941567	0.097277556	0.098937583	0.107237716	0.10690571	0.107569721	0.103917663	0.096613546	0.093957503	0.094953519	0.091633466	0.086653386	0.103253652	0.103253652	0.093625498	0.083997344	0.070717131	0.055776892	0.043824701	0.034528552	0.039508632	0.049468792	0.04747676	0.043492696	0.034860558	0.030544489	0.032868526	0.023904382	0.009296149	0.008964143	0.002656042	0.026560425	0.067397078	0.067729084	0.061420983	0.078021248	0.096945551	0.105577689	0.101925631	0.1062417	0.112881806	0.118525896	0.145418327	0.186918991	0.167330677	0.18061089	0.221779548	0.200199203	0.176626826	0.200199203	0.195551129	0.189575033	0.164010624	0.170318725	0.170318725	0.158366534	0.204515272	0.247343958	0.211155378	0.151394422	0.158366534	0.182934927	0.113877822	0.069721116	0.045484728	0.054448871	0.057768924	0.10690571	0.148074369	0.145086321	0.141766268	0.146746348	0.146414343	0.147410359	0.163678619	0.151726428	0.142430279	0.168326693	0.219787517	0.237383798	0.202191235	0.173638778	0.173970784	0.18061089	0.219455511	0.224767596	0.192563081	0.176626826	0.169322709	0.204515272	0.229083665	0.254316069	0.275232404	0.333001328	0.323373174	0.304780876	0.296480744	0.295816733	0.33997344	0.327357238	0.280212483	0.28187251	0.306440903	0.362217795	0.414674635	0.381474104	0.38811421	0.429614874	0.509296149	0.625830013	0.567729084	0.416998672	0.395418327	0.439575033	0.42563081	0.478087649	0.591633466	0.625166003	0.620517928	0.654050465	0.641434263	0.497343958	0.407702523	0.41002656	0.436918991	0.404050465	0.422974768	0.519920319	0.610557769	0.701195219	0.667994688	0.646082337	0.586985392	0.594953519	0.594289509	0.681938911	0.65936255	0.669654714	0.67065073	0.741699867	0.805776892	0.918326693	1	1	0.903718459	0.887782205	0.661022576	0.350929615	0.222111554	0.26560425	0.304116866	0.317729084	0.346281541	0.431606906	0.540836653	0.499335989	0.531208499	0.503984064	0.513612218	0.540172643	0.529880478	0.562749004	0.543824701	0.585989376	0.610889774	0.603585657	0.566733068	0.566401062	0.5687251	0.561420983	0.591633466	0.610557769	0.654714475	0.688247012	0.722775564	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938	-0.183598938
D	0.120053209	0.120053209	0.115397406	0.109743931	0.101097439	0.102760226	0.112736947	0.126371799	0.133355504	0.137346192	0.144995012	0.13767875	0.130695045	0.127369471	0.132690389	0.132357832	0.123046225	0.087462587	0.031260392	0.013634852	0.03658131	0.041237113	0.014965081	0.01263718	0.01130695	0	0.003658131	0.009644164	0.025939475	0.028599933	0.031925507	0.038909212	0.043565015	0.048885933	0.054206851	0.061523113	0.059195211	0.054539408	0.052211506	0.043232458	0.036248753	0.035251081	0.030595278	0.041902228	0.047223146	0.046558031	0.05553708	0.064516129	0.056534752	0.050881277	0.04921849	0.041902228	0.038244097	0.039906884	0.048885933	0.096109079	0.102427669	0.09843698	0.090123046	0.073162621	0.072830063	0.073162621	0.065846358	0.064183572	0.085134686	0.074160293	0.062188227	0.083804456	0.091453276	0.090123046	0.081476555	0.134020619	0.156967077	0.176587961	0.171932158	0.136015963	0.113734619	0.084802128	0.071167276	0.083139342	0.097106751	0.09211839	0.081809112	0.093116063	0.0857998	0.081143997	0.089125374	0.081476555	0.062520785	0.053874293	0.051546392	0.067509145	0.086464915	0.094446292	0.08713003	0.079813768	0.083804456	0.083139342	0.079148653	0.06950449	0.064183572	0.060525441	0.064848686	0.073162621	0.079148653	0.075157965	0.066511473	0.062188227	0.05686731	0.05686731	0.052211506	0.034585966	0.034918523	0.036913868	0.032258065	0.043232458	0.048553375	0.063518457	0.074825407	0.095443964	0.088792817	0.074825407	0.06950449	0.058530096	0.061190555	0.061190555	0.057532424	0.076488194	0.100099767	0.10475557	0.090455604	0.078816096	0.074825407	0.066178916	0.061523113	0.069171932	0.07449285	0.075490522	0.099434652	0.120385767	0.12504157	0.117725308	0.110076488	0.103757898	0.102427669	0.106750915	0.126039242	0.126704357	0.12504157	0.113402062	0.100764882	0.096109079	0.103425341	0.103425341	0.099102095	0.114399734	0.104423013	0.089790489	0.081143997	0.069171932	0.048553375	0.044562687	0.039906884	0.049883605	0.064848686	0.060525441	0.061523113	0.050216162	0.044895244	0.044562687	0.031925507	0.01263718	0.016627868	0.007316262	0.038244097	0.067509145	0.072164948	0.069171932	0.084469571	0.101429997	0.114732291	0.106750915	0.116395078	0.11872298	0.133688061	0.16661124	0.19321583	0.173927502	0.233122714	0.321250416	0.2121716	0.163618224	0.20452278	0.203192551	0.205187895	0.177918191	0.194546059	0.182573994	0.159960093	0.24875291	0.318257399	0.240438976	0.143332225	0.209511141	0.262387762	0.142334553	0.087795145	0.071167276	0.065513801	0.063851014	0.132357832	0.174592617	0.17292983	0.170934486	0.167276355	0.168606585	0.168939142	0.189890256	0.171267044	0.146657798	0.177253076	0.230462255	0.239108746	0.1918856	0.18689724	0.196873961	0.191553043	0.22979714	0.237778517	0.210508813	0.191553043	0.181576322	0.216827403	0.238443632	0.253408713	0.288327236	0.343531759	0.321582973	0.304955105	0.302294646	0.296641171	0.345527103	0.326571334	0.277352843	0.282008646	0.306285334	0.363817759	0.406385101	0.365813103	0.389757233	0.432657133	0.524110409	0.623877619	0.564017293	0.412038577	0.400066511	0.436980379	0.422015298	0.488194214	0.59095444	0.616561357	0.628533422	0.680412371	0.666444962	0.510143	0.404722315	0.41669438	0.431326904	0.390754905	0.430994347	0.504822082	0.605254406	0.750914533	0.716328567	0.685733289	0.621549717	0.647156635	0.597605587	0.682075158	0.654140339	0.671433322	0.673761224	0.741602927	0.821084137	0.939474559	0.996341869	1	0.91918856	0.93049551	0.682407715	0.35350848	0.235118058	0.298303957	0.306617892	0.331892251	0.355503824	0.465247755	0.569670768	0.50881277	0.530761556	0.493182574	0.521782507	0.542068507	0.529763884	0.566677752	0.540738277	0.596607915	0.635184569	0.62620552	0.58330562	0.57831726	0.579314932	0.592284669	0.610575324	0.623877619	0.670103093	0.704023944	0.737612238	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765	-0.181243765
E	0	0	0	0	0.094367722	0.094367722	0.094367722	0.094367722	0.094367722	0.094367722	0.094367722	0.094367722	0.094367722	0.094367722	0.094367722	0.094367722	0.188991877	0.188991877	0.188991877	0.188991877	0.188991877	0.188991877	0.188991877	0.188991877	0.188991877	0.188991877	0.188991877	0.188991877	0.265793868	0.265793868	0.265793868	0.265793868	0.265793868	0.265793868	0.265793868	0.265793868	0.265793868	0.265793868	0.265793868	0.265793868	0.332723149	0.332723149	0.332723149	0.332723149	0.332723149	0.332723149	0.332723149	0.332723149	0.332723149	0.332723149	0.332723149	0.332723149	0.397216306	0.397216306	0.397216306	0.397216306	0.397216306	0.397216306	0.397216306	0.397216306	0.397216306	0.397216306	0.397216306	0.397216306	0.451195669	0.451195669	0.451195669	0.451195669	0.451195669	0.451195669	0.451195669	0.451195669	0.451195669	0.451195669	0.451195669	0.451195669	0.500431001	0.500431001	0.500431001	0.500431001	0.500431001	0.500431001	0.500431001	0.500431001	0.500431001	0.500431001	0.500431001	0.500431001	0.539921841	0.539921841	0.539921841	0.539921841	0.539921841	0.539921841	0.539921841	0.539921841	0.539921841	0.539921841	0.539921841	0.539921841	0.579284464	0.579284464	0.579284464	0.579284464	0.579284464	0.579284464	0.579284464	0.579284464	0.579284464	0.579284464	0.579284464	0.579284464	0.633776695	0.633776695	0.633776695	0.633776695	0.633776695	0.633776695	0.633776695	0.633776695	0.633776695	0.633776695	0.633776695	0.633776695	0.695064427	0.695064427	0.695064427	0.695064427	0.695064427	0.695064427	0.695064427	0.695064427	0.695064427	0.695064427	0.695064427	0.695064427	0.736350305	0.736350305	0.736350305	0.736350305	0.736350305	0.736350305	0.736350305	0.736350305	0.736350305	0.736350305	0.736350305	0.736350305	0.77866192	0.77866192	0.77866192	0.77866192	0.77866192	0.77866192	0.77866192	0.77866192	0.77866192	0.77866192	0.77866192	0.77866192	0.819563147	0.819563147	0.819563147	0.819563147	0.819563147	0.819563147	0.819563147	0.819563147	0.819563147	0.819563147	0.819563147	0.819563147	0.85033523	0.85033523	0.85033523	0.85033523	0.85033523	0.85033523	0.85033523	0.85033523	0.85033523	0.85033523	0.85033523	0.85033523	0.878542973	0.878542973	0.878542973	0.878542973	0.878542973	0.878542973	0.878542973	0.878542973	0.878542973	0.878542973	0.878542973	0.878542973	0.914315519	0.914315519	0.914315519	0.914315519	0.914315519	0.914315519	0.914315519	0.914315519	0.914315519	0.914315519	0.914315519	0.914315519	0.952267755	0.952267755	0.952267755	0.952267755	0.952267755	0.952267755	0.952267755	0.952267755	0.952267755	0.952267755	0.952267755	0.952267755	0.987271	0.987271	0.987271	0.987271	0.987271	0.987271	0.987271	0.987271	0.987271	0.987271	0.987271	0.987271	0.992784331	0.992784331	0.992784331	0.992784331	0.992784331	0.992784331	0.992784331	0.992784331	0.992784331	0.992784331	0.992784331	0.992784331	0.994322935	0.994322935	0.994322935	0.994322935	0.994322935	0.994322935	0.994322935	0.994322935	0.994322935	0.994322935	0.994322935	0.994322935	0.992143246	0.992143246	0.992143246	0.992143246	0.992143246	0.992143246	0.992143246	0.992143246	0.992143246	0.992143246	0.992143246	0.992143246	0.994034447	0.994034447	0.994034447	0.994034447	0.994034447	0.994034447	0.994034447	0.994034447	0.994034447	0.994034447	0.994034447	0.994034447	0.98548109	0.98548109	0.98548109	0.98548109	0.98548109	0.98548109	0.98548109	0.98548109	0.98548109	0.98548109	0.98548109	0.98548109	0.966750892	0.966750892	0.966750892	0.966750892	0.966750892	0.966750892	0.966750892	0.966750892	0.966750892	0.966750892	0.966750892	0.966750892	0.952967692	0.952967692	0.952967692	0.952967692	0.952967692	0.952967692	0.952967692	0.952967692	0.952967692	0.952967692	0.952967692	0.952967692	1	1	1	1	1	1	1	1	1	1	1	1	0.967203627	0.967203627	0.967203627	0.967203627	0.967203627	0.967203627	0.967203627	0.967203627	0.967203627	0.967203627	0.967203627	0.967203627
