1.36	1.61	1.43	1.68	1.31	1.39	1.31	2.81	1.47	1.46	1.48	1.54	1.86	1.56	1.43	1.33	1.54	1.50	1.38	1.46	1.25	1.47	1.39	1.29	1.34	1.29	1.22	1.81	1.36	1.28	1.33	1.63	1.40	1.46	1.40	0.00	1.44	1.33	1.57	1.64	1.52	1.56	1.20	1.43	1.40	1.34	1.37	1.75	1.45	1.31	1.46	1.64	1.54	1.43	2.01	1.78	4.38	1.57	1.77	1.42	2.54	1.62	1.99	1.59	1.45	1.65	1.73
6.62	4.95	6.67	3.90	3.76	4.10	3.28	3.15	3.82	3.69	4.80	5.70	3.43	3.63	2.92	4.39	4.75	4.17	4.92	3.88	3.74	3.66	3.18	2.48	2.38	2.66	2.34	2.16	2.30	1.75	3.00	1.85	2.13	2.14	2.03	2.27	2.30	2.30	1.57	3.10	3.70	6.06	5.94	5.74	4.22	5.14	6.67	6.01	6.63	6.72	6.23	8.59	9.36	8.32	10.11	9.69	7.24	7.01	8.65	7.41	8.06	9.31	8.39	9.13	10.42	9.36	11.57
