5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
start date	19951009	19951010	19950101	19950510	19950611	19951025	19950420	19950911	19950115	19950915	19940801	19950722	19950611	19950821	19950416	19950207	19951118	19950610	19950514	19950204	19950812	19951106	19950628	19950314	19950306	19950506	19950730	19950822	19950207	19950909	19950328	19950404	19950228	19950222	19950912	19950824	19950130	19950829	19950121	19951022	19950916	19941231	19950423	19950222	19950314	19951116	19950202	19941209	19950625	19950809																																																			
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
end date	19951009	19951011	19950103	19950510	19950614	19951024	19950419	19950911	19950214	19950915	19950220	19950724	19950612	19950823	19950416	19950207	19951117	19950611	19950514	19950204	19950911	19951106	19950628	19950314	19950307	19950516	19950730	19950822	19950207	19950910	19950328	19950404	19950302	19950222	19950914	19950825	19950130	19950829	19950122	19951024	19950916	19950426	19950423	19950222	19950319	19951116	19950203	19950607	19950627	19950809																																																			
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
length in mins		2		2		30	2			6		1		0.1				5	25			20		5	5		30	2	0.25	0.14	1			0.01	5		1.5	0.01	3	15	0.25		5	0.04		0.8	75	8		15																																																			
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
